SKU,ItemTitle,ItemDescription,ItemBulletPoint,ItemDescription_2,Manufacturer,MfrPartNum,SellUOM,ItemPrice,ItemFactTag,Segment,Segment Name,Category,Category Name,Class,Class Name,Sub-Class,Sub-Class Name
32885,"JAM Paper® Plastic Mini Clipboard, 6"" x 9"", Blue","Staying organized is a blast with this colorful JAM Paper mini clipboard. It has a durable metal clip that holds all of your important papers in place, even when you're on the go.","<ul><li>Durable metal clip secures papers with a sturdy, long-lasting spring.</li> <li>Made from strong plastic.</li></ul>",,JAM PAPER AND ENVELOPE,331CPMBU,PK,7.57,,SEG_300000,"Dated, Forms & Record Keeping",CAT_340000,Record Keeping,CLS_342000,Form Holders,SUB_342001,Clipboards
30022,"Emily Ley Simplified® Monthly Academic Wall Calendar, 11"" x 8-1/2"", Pink Stripe, July 2019 To June 2020","Make the most of your time with this wall calendar. Designed to inspire busy women to declutter, stay organized and create, the Simplified monthly calendar provides ample space to lay out important events, reminders and more.","<ul><li>Yearly calendar includes 1 page per month with printed holidays. Unruled daily blocks provide ample writing space, and simplicity tips on each page offer ideas on how you can better organize your schedule.</li> <li>12 months: July to June. Academic format makes it easy for parents, teachers, administrators and other individuals to plan during the school year.</li> <li>Stripe design with foil accents complements your existing décor.</li> <li>Wire binding across the top includes a loop for easy hanging on your wall.</li></ul>",,"ACCO BRANDS USA, LLC",EL200-709A-20,EA,0.01,* Make the most of your time * Simplified by Emily Ley * 1 page per month Office Depot planners FORAY pens Sticky notes,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32073,"Lang Turner Licensing Monthly Wall Calendar, 12"" x 24"", Denver Broncos, January To December 2022","Show off your sports fandom with a Lang Turner Licensing monthly wall calendar. Each calendar features detailed full-color photos of your favorite players, teams and stadiums to brighten your workspace each month.",<ul><li>1 page per day with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Bonus page features September – December.</li> <li>Stapled binding for year-long durability.</li></ul>,,PERFECT TIMING INC,22998011908,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
27860,"Office Depot® Brand Purchase Requisition Forms, 5 1/2"" x 8 1/2"", Pack Of 100",Use to request that purchases be made by the purchasing department,<ul><li>Composed of white bond paper.</li> <li>2-hole punched for easy entry into your post binder.</li> <li>Each page has room for 10 entries. Includes both requested by and authorization signature lines.</li></ul>,"<p>Purchase requisition forms are designed to request outside purchases. Form design allows a list of up to 10 itemized products with quantity, number and description. Design also offers spaces to fill in date, purpose or use, ""when wanted,"" source of supply, department that needs the item and the approval signature. Form is printed in blue ink on white stock and punched for storage binder or fasteners. Each pad contains 100 sheets.</p>",TOPS BUSINESS FORMS,32431,PK,0.98,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_321000,Forms - Business,SUB_321001,Forms - Contractor
31320,"TF Publishing Grupo Erik Bilingual Monthly Wall Calendar, 12"" x 12"", Black & White Paris, January To December 2021",Keep track of your busy schedule in style with this TF Publishing Grupo Erik Bilingual Monthly Wall Calendar. Each monthly spread features a calendar grid and a large-size photo or illustration to decorate your space.,<ul><li>1 page per month. Each month is accompanied by a large-size photo or illustration.</li> <li>12 months: January to December. Also includes the last 4 months of 2020.</li> <li>Pages are stapled together for durability.</li> <li>Hole for easy hanging on the wall.</li> <li>Presents information in English and Spanish.</li></ul>,,"THE TIME FACTORY, INC.",CP21094,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31395,,,<ul></ul>,,PERFECT TIMING INC,21998011865,EA,17.6,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28656,"ComplyRight W-2G Tax Forms, Copies B/C, 2-Up, 2-Part, 8-1/2"" x 11"", Pack Of 50 Forms","When you need to report gambling winnings and income tax withheld from those winnings, you need these W-2G tax forms. The forms are acid free, which helps prevent fading and yellowing over time.",<ul><li>Designed to help you report certain gambling winnings and any federal income tax withheld on those winnings.</li> <li>Acid-free sheets are great for archival use.</li></ul>,,"TAX FORMS PRINTING, INC.",LW2GBC20,EA,8.35,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
32596,"Blue Sky™ Laminated Wall Calendar, 36"" x 24"", Lucca, July 2021 To June 2022, 135714","Plan your year in advance with the Blue Sky Laminated Wall Calendar. Large daily blocks are ideal for flexible scheduling, while the dual-sided design allows you to choose a vertical or horizontal orientation to suit your space.",<ul><li>Planning and organizing helps you save time to get more done.</li> <li>A full-year view in 1 glance.</li> <li>Dual design features a horizontal and vertical orientation.</li> <li>12 months: July to June.</li> <li>Compatible with dry-erase markers.</li> <li>Can be erased with a cloth or tissue.</li> <li>Rolls up for easy transport.</li> <li>Stylish Lucca print.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,135714,EA,19.3,"* Keeps you up to date 36"" x 24"" Lucca July 2021 To June 2022",SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332002,"Calendars - Wall, Erasable"
30478,"Willow Creek Press Animals Monthly Wall Calendar, Cats, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of cats.</li></ul>",,WILLOW CREEK PRESS,11133,EA,14.95,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31208,"TF Publishing Monthly Wall Calendar, 12"" x 12"", Cat Yoga, January To December 2021","Keep track of your appointments, reminders and deadlines with this TF Publishing Monthly Wall Calendar. The calendar offers ample space on each calendar grid to accommodate plenty of notes.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Pages are saddle stitched together.</li> <li>Features 13 full-color images.</li> <li>Includes a 4-month view of January to April 2022.</li> <li>Calendar is printed on premium gloss paper.</li></ul>,,"THE TIME FACTORY, INC.",21-1199,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29587,"TF Publishing Large Monthly Desk Calendar, 17"" x 22"", Girlfriends, January To December 2022","Create an efficient work space when you add a TF Publishing Large Monthly Desk Pad Calendar. Each spread includes large daily blocks with ample space for appointments, events, to-do's and reminders.","<ul><li>1 page per month.</li> <li>Large monthly grids have space for scheduling, notes and to-do’s with reference for previous and upcoming months.</li> <li>12 months: January to December.</li> <li>Top holes allow for easy wall hanging.</li></ul>",,"THE TIME FACTORY, INC.",22-8145,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
31591,"Brown Trout Regional Monthly Wall Calendar, 12"" x 12"", Montana Wild, January To December 2021","Add beauty to your scheduling with this Brown Trout Regional Monthly Wall Calendar. The lovely photographs allow you to show off your favorite state or region in your home or office, while also keeping track of your appointments, deadlines and more.",<ul><li>1 page per month. Offers ample space to write down appointments and tasks.</li> <li>12 months: January to December.</li> <li>Pages are stapled together for durability.</li></ul>,,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,14,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30020,"Office Depot® Brand Monthly Academic Wall Calendar, 11"" x 8"", Celestial, July 2019 to June 2020","View reminders, appointments and other important information at a glance. With this wall calendar by your desk, it'll be easy manage your busy schedule throughout the academic year.",<ul><li>1 page per month.</li> <li>12 months: July to June of the following year.</li> <li>Paperboard lends a sturdy feel.</li> <li>Wire binding makes it easy to flip from month to month.</li></ul>,,OFFICE DEPOT,DX180721-17,EA,0.01,"* Great for events, meetings & more * 1 page per month * Academic format FORAY pens Office Depot planners File folders",SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29861,"House of Doolittle Monthly Desk Calendar Pad, 18-1/2"" x 13"", Calendar Breast Cancer Awareness, January to December 2022",,"<ul><li>Each calendar page features a Breast Cancer Awareness design and inspirational quote</li> <li>Ample note space is provided on each page for long term planning</li> <li>Weeks are numbered to fit the need of every office application</li> <li>Weekends are highlighted so the work week stands out</li> <li>Full 12-month calendar for longer term planning</li> <li>January - December featuring 12 months for easy planning</li> <li>Weekends are highlighted so the work week stands out</li> <li>Ample note space is provided on each page for long term planning</li> <li>Full monthly view on each page featuring 2-3/8"" x 1-7/8"" ruled blocks allocated for each day</li> <li>Julian dates and days remaining for quick reference</li> <li>Strong black leatherette keep pages in place and protected</li> <li>Printed on 100% post-consumer recycled FSC certified paper with soy inks</li></ul>","<p>Show your support of breast cancer awareness by purchasing this beautiful breast cancer desk pad calendar</p> <p><a id=""gfk-spex-minisite"" rel=""nofollow"" href=""javascript:void(0)"" onclick=""javascript:window.open('//content.etilize.com/mini-site/en_us/1012397623.html','_blank','height=800,width=780,resizable=yes,scrollbars=yes,toolbar=no,menubar=no,location=no,directories=no,status=no');return false;"">More from the Manufacturer</a></p>",HOUSE OF DOOLITTLE,1466,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
30184,"Willow Creek Press Art & Design Monthly Wall Calendar, 12"" x 12"", Saturday Evening Post, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Wrapped in protective shrink wrap.</li></ul>",,WILLOW CREEK PRESS,12309,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31865,"TF Publishing Animal Wall Calendar, 12"" x 12"", Bees, January To December 2022",Go wild with this TF Publishing Animal Wall Calendar. This calendar provides plenty of planning space and adds a lively touch to your home or business office.,<ul><li>Monthly layouts.</li> <li>12 months: January to December.</li> <li>Premium paper promotes a smooth writing experience.</li> <li>Includes a 4-month spread for the following year.</li></ul>,,"THE TIME FACTORY, INC.",22-1072,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31625,"Brown Trout Famous Figures Monthly Wall Calendar, 12"" x 12"", Marilyn Monroe, January To December 2021","Plan out your year and enjoy the beautiful photographs of the Brown Trout Famous Figures Monthly Wall Calendar. This calendar has gorgeously captured photos of your favorite famous figure, and the spacious design offers ample room for notes, tasks, and sp","<ul><li>1 page per month. Features plenty of space to write tasks, appointments, birthdays and more.</li> <li>12 months: January to December.</li> <li>Pages are stapled together for durability.</li> <li>Boasts beautiful photos to decorate your space.</li> <li>Holidays are labeled throughout the year for easy reference.</li></ul>",,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,14.83,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31693,"Blue Sky™ Monthly Safety Wirebound Wall Calendar, 11"" x 8-3/4"", Rue Du Flore, January to December 2022, 101613","Stay on track throughout the year with help from the Blue Sky Monthly Safety Wirebound Wall Calendar. Unlined blocks provide ample room to jot down appointments, and the attractive design complements your office décor.",<ul><li>1 page per month with unlined blocks.</li> <li>12 months: January to December.</li> <li>Wirebound with a built-in hook for easy hanging.</li> <li>Reference calendars aid in planning.</li> <li>Designed in the Rue Du Flore print.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,101613-22,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30557,"Willow Creek Press Animals Monthly Wall Calendar, American Eskimo Dogs, 12"" x 12"", January To December 2021","The wonderful visuals on this wall calendar from Willow Creek Press make it a worthy addition to your workspace. Plus, the large, unlined blocks give you the freedom to view multiple events and reminders at a glance.","<ul><li>1 page per month. Large, unlined blocks provide ample space to write activities, appointments, due dates and more.</li> <li>12 months: January to December. Displays holidays, observances and moon phases.</li> <li>High-quality paper stock is stapled together for secure binding.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Includes 12 stunning images of American Eskimo dogs.</li></ul>",,WILLOW CREEK PRESS,10402,EA,15.85,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28386,"ComplyRight™ 1095-C Tax Forms, IRS Copy of Health Coverage (Employer Provided Health Insurance Offer And Coverage), Laser, 8-1/2"" x 11"", Pack Of 50 Forms",Keep your business in compliance with ACA requirements using these ComplyRight 1095-C forms. They’re easy to complete and allow you to report important information regarding health insurance.,<ul><li>Used to report information required under sections 6055 and 6056 about offers of health coverage and enrollment in health coverage for your employees.</li> <li>Acid-free sheets help prevent fading over time</li></ul>,,"TAX FORMS PRINTING, INC.",1095CIRS5021,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
31918,"Lang Turner Licensing Monthly Wall Calendar, 24”H x 12”W, Seattle Mariners, January To December 2022","Show off your sports fandom with a Lang Turner Licensing monthly wall calendar. Each calendar features detailed full-color photos of your favorite players, teams and stadiums to brighten your workspace each month.",<ul><li>1 page per day with spacious daily blocks.</li> <li>12 months: January to December.</li> <li>Bonus page features September – December.</li> <li>Stapled binding for year-long durability.</li></ul>,,PERFECT TIMING INC,22998011863,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29544,"AT-A-GLANCE® Refillable Monthly Desk Calendar, 21-3/4"" x 17"", January to December 2022, SK2200","Protect your desk and organize your schedule with the AT-A-GLANCE Refillable Monthly Desk Pad Calendar. This refillable desk calendar has a sturdy backer and plenty of room for notes, due dates and deadlines.","<ul><li>1 page per month. Layout is designed with a ruled notes section and reference calendars along the bottom.</li> <li>12 months: January to December.</li> <li>High-quality paper resists ink bleed through. Poly corners guard against edge curling.</li> <li>Headband and backer are removable, so you can insert a refill each year (refills sold separately).</li> <li>Classically designed with the professional in mind.</li></ul>",,"ACCO BRANDS USA, LLC",SK220022,EA,24.95,* Note important dates * Refillable * Desk Pad Calendar Office Depot paper File folders FORAY pens and pencils,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
31288,"TF Publishing Art & Design Monthly Wall Calendar, 12"" x 12"", Fresh From The Garden, January To December 2021","Keep track of your schedule with this TF Publishing Art & Design Monthly Wall Calendar. The calendar's monthly spreads provide ample space to hold your reminders, appointments and more.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Pages are saddle stitched together.</li> <li>Features 13 full-color images.</li> <li>Includes a 4-month view of January to April 2022.</li> <li>Calendar is printed on premium gloss paper.</li></ul>,,"THE TIME FACTORY, INC.",21-1025,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29197,"Dabney Lee for Blue Sky™ Monthly Desk Pad Calendar, 17"" x 11"", Ollie, January to December 2021, 102138","Plan out your entire month ahead of time with the Dabney Lee for Blue Sky Monthly Desk Pad Calendar. Large daily blocks give you plenty of space for appointments, deadlines and reminders, and each page is perforated for easy removal after the month is ove",<ul><li>1 page per month.</li> <li>Monthly spreads boast past and future months reference calendars and large daily blocks with plenty of room for scheduling.</li> <li>12 months: January to December.</li> <li>Protective bottom corners keep pages flat on your desk.</li> <li>Pages are perforated for quick removal.</li> <li>Unique Ollie print will brighten your workspace.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,102138-21,EA,1.63,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
28270,Adams® Divorce Kit,Simplify the process of divorce,"<ul><li>Valuable resource explains the step-by-step process. Provides guidance on preparing and filing the petition, resolving property, alimony, child support, visitation and post-divorce issues.</li> <li>Includes user manual, state-by-state divorce laws and 13 forms to handle your own uncontested divorce. Forms include: Answer and Affidavit in support of Final Decree, Certificate of Corroborating Witness , Checklist for Agreed Divorced Cases , Declaration Under the Uniform Child Custody Jurisdiction Act, Financial Statement, Final Decree, Marital Settlement Agreements, Notice of Hearing, Verified Decree and Visitation Schedule.</li></ul>",,TOPS BUSINESS FORMS,K302,KT,4.24,* Explains the step-by-step process,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_324000,Forms - Legal,SUB_324001,Forms - Legal Agreements
30175,"Willow Creek Press Art & Design Monthly Wall Calendar, Norman Rockwell, 12"" x 12"", January To December 2021","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Includes 12 beautiful illustrations from Norman Rockwell.</li></ul>",,CALENDAR HOLDINGS LLC,11364,EA,14.29,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31422,,,<ul></ul>,,PERFECT TIMING INC,21998011893,EA,16.6,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
29356,,,<ul></ul>,,PERFECT TIMING INC,21998051479,EA,15.54,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_331000,Desk Calendars,SUB_331002,Calendars - Desk
31823,"TF Publishing Arts & Entertainment Wall Calendar, 12"" x 12"", Family Planner, January To December 2022",Dive into each month with this TF Publishing Arts & Entertainment Wall Calendar by your side. This calendar provides ample room to mark down important dates and adds an eye-catching touch to your home or business office.,<ul><li>Monthly layout.</li> <li>12 months: January to December.</li> <li>Printed on premium paper with a stitched binding.</li> <li>Includes a 4-month spread for the following year.</li></ul>,,"THE TIME FACTORY, INC.",22-1025,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28419,"ComplyRight™ 1099-PATR Tax Forms, 4-Part, Copy A, State, B, C, 1-Wide, Continuous, 9"" x 11"", Pack Of 100 Forms","Make sure you are ready for tax season by keeping these 1099-PATR forms nearby. The acid-free sheets are great for archiving because they stand up to fading, and they help you report taxable distributions.",<ul><li>For reporting taxable distributions from cooperatives to their patrons whose patronage dividends are $10 or more.</li> <li>Acid free to reduce fading and yellowing.</li> <li>Compatible with dot matrix printers.</li></ul>,,"TAX FORMS PRINTING, INC.",7155420,EA,21.12,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
32498,"Dabney Lee for Blue Sky™ Monthly Dry-Erase Wall Calendar, Summer Bloom, 36"" x 24"", July 2019 to June 2020 / January 2020 to December 2020","Stay apprised of events, meetings and appointments with this 2-sided, laminated wall calendar. One side includes July to June, and the opposite side includes January to December, so you can easily plan your entire year and then some.","<ul><li>1 page per year.</li> <li>12 months: July to June and January to December. 1 side includes the academic calendar year, while the other side features a regular calendar year.</li> <li>Erasable surface lets you modify the calendar as the year goes on.</li> <li>Horizontal and vertical planning views.</li></ul>",,BLUE SKY THE COLOR OF IMAGINATION LLC,113627,EA,0.01,"* Stay up to date on events * 36"" x 24"" * Academic/regular year * Monthly FORAY pens Dry-erase markers Office Depot paper",SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332002,"Calendars - Wall, Erasable"
31689,"Blue Sky™ Monthly Wall Calendar, 15” x 12”, Monroe Light, January To December 2022, 133089","Stay on top of each important date with the Blue Sky Monthly Safety Wirebound Wall Calendar. Unlined blocks provide ample writing space, and the reference calendars on each page aid in planning.",<ul><li>1 page per month.</li> <li>12 months: January to December.</li> <li>Wire binding has a built-in hook for wall hanging.</li> <li>Includes reference calendars.</li> <li>Monroe Light print offers a stylish look.</li></ul>,,BLUE SKY THE COLOR OF IMAGINATION LLC,133089,EA,,* Monroe Light 15” x 12”,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
30109,"Office Depot® Brand 3-Month Monthly Reference Wall Calendar, 27"" x 12"", Black/Red, January To December 2020, OD303028","When you're making plans, being able to view multiple months at once is helpful. With this wall calendar, you can see 3 months on each page, so you can easily schedule doctor's appointments, birthday parties and deadlines.",<ul><li>3 months per page. Lets you view multiple months at a time to simplify scheduling.</li> <li>12 months: January To December.</li> <li>Pages are wirebound for durability and easy flipping.</li></ul>,,OFFICE DEPOT,OD30302820,EA,0.01,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
28096,"Rediform® Delivery Receipt Book, 2-Part",Each receipt is numbered for easy tracking,<ul><li>Offers space for customer information and descriptions of 8 items.</li> <li>Book of carbonless receipts contains 50 sets.</li> <li>Manifold book has a flexible cover.</li></ul>,<p>Book of carbonless receipts contains 50 sets of receipts. Each receipt is numbered and has a horizontal format. Boxes with preprinted prompts offer a space to fill customer information and descriptions of eight items. Manifold book has a flexible cover.</p>,"REDIFORM, INC.",6L614,EA,0.37,"* Each receipt is numbered * 4 1/4"" x 6 3/8"" * Carbonless Foray pens Stamps Office Depot envelopes",SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_321000,Forms - Business,SUB_321007,Receipts
28631,"ComplyRight™ 1099-MISC Tax Forms, Recipient Copies B/2, 2-Up, Laser, 8-1/2"" x 11"", Pack Of 50 Forms","If you need to report payments to non-employees made throughout the past year, look to these helpful tax forms. The forms are acid free to help prevent fading and yellowing, making them great for archiving.","<ul><li>Helps you report payments other than wages, tips and salaries, such as miscellaneous income, to non-employees made in the course of a trade or business.</li> <li>Acid free to stand up against fading.</li></ul>",,"TAX FORMS PRINTING, INC.",LMB221,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_320000,Business & Tax Forms,CLS_326000,Forms - Tax Preparation,SUB_326001,Forms - Tax
30276,"Willow Creek Press Inspirational Monthly Wall Calendar, 12"" x 12"", Best Day Yet, January To December 2022","12 high-quality, full-color images make these Wall Calendars the best around.","<ul><li>1 page per month. Grids provide ample space to write important information.</li> <li>12 months: January to December. Holidays, observances and moon phases are marked.</li> <li>Made with high-quality paper.</li> <li>Offers 6 bonus months to help you prepare for all you have coming up.</li> <li>Protective shrinkwrap</li> <li>Beautiful inspirational design.</li></ul>",,WILLOW CREEK PRESS,16909,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31132,"TF Publishing Scenic Monthly Wall Calendar, 12"" x 12"", Take Me There, January to December 2022, 1032","Schedule your days, weeks and months while enjoying lovely images with this Scenic Monthly Wall Calendar from TF Publishing. The wall calendar boasts plenty of space to accommodate your appointments, birthdays and meetings.",<ul><li>12 months: January to December.</li> <li>Features an additional 4-month spread for January to April of the following year.</li> <li>Pages are saddle stitched together.</li> <li>Full-color photos of captivating locales on each spread.</li></ul>,,"THE TIME FACTORY, INC.",22-1032,EA,,* Take Me There design,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31790,"TF Publishing Animal Monthly Mini Wall Calendar, 7"" x 7"", Baby Animals, January To December 2022","Keep track of appointments, vacation days and special events with this TF Publishing Mini Wall Calendar. Perfect for the animal lover, this calendar helps brighten each month of the year.","<ul><li>Monthly layout.</li> <li>12 months: January to December.</li> <li>Printed on premium paper for a quality appearance.</li> <li>Mini calendar easily fits most lockers, cubicles and pantries.</li> <li>Includes a 4-month spread of the following year.</li> <li>Heartwarming design is filled with full-color images of baby animals.</li></ul>",,"THE TIME FACTORY, INC.",22-2000,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
32601,"House Of Doolittle Earthscapes Laminated Wall Calendar, 24"" x 37"", Multicolor, January to December 2021","Laminated wall calendar offers 12 months of planning and three full-color nature scenes on both sides. One side has a vertical format, and the other side has a horizontal format. Both sides have a write-on/wipe-off surface, unruled daily blocks (1-1/8"" x",<ul><li>1 year of planning.</li> <li>Full-color nature scenes with unruled daily blocks.</li> <li>Vertical format on one side. Horizontal on the other.</li> <li>Heavy laminated surface wipes clean with a damp cloth.</li> <li>Marker and hangers included.</li></ul>,,HOUSE OF DOOLITTLE,393DG21,EA,28.22,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332002,"Calendars - Wall, Erasable"
32205,"Brown Trout Monthly Regional Wall Calendar, 12"" x 24"", Bridges, January To December 2022","Brighten up your work space with the beautiful Brown Trout Monthly Regional Wall Calendar. Spacious daily blocks have plenty of room for appointment times, to-do's, reminders and events.","<ul><li>1 page per month. Daily blocks offer space to plan.</li> <li>12 months: January to December.</li> <li>Pages are securely stapled.</li> <li>Includes beautiful, full-color photos.</li></ul>",,BROWNTROUT PUBLISHERS INC.,9.78198e+12,EA,,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
31019,"AT-A-GLANCE® Landscape Monthly Wall Calendar, 12"" x 12"", January To December 2021, 88200","Hang this AT-A-GLANCE Monthly Wall Calendar in your home or office to keep track of important events in style. Each monthly page is decorated with a full-color landscape photograph to provide a lovely view while you write down your appointments, deadlines",<ul><li>1 page per month. Features unruled daily blocks.</li> <li>12 months: January to December.</li> <li>Ink bleed-resistant pages are decorated with stunning landscape photographs.</li> <li>Pages are held together with twin-wire binding.</li> <li>Wire hanging loop for wall display.</li></ul>,,"ACCO BRANDS USA, LLC",88200-21,EA,17.62,,SEG_300000,"Dated, Forms & Record Keeping",CAT_330000,Calendars,CLS_332000,Wall Calendars,SUB_332001,Calendars - Wall
